ID;Giocatore;Ruolo;Ruolo2;Squadra;Min.Gioc.;G;GF;GS;Aut;Ass;CS;GF;GS;Aut;Ass;TS;GF;GS;Aut;Ass;M2;M3;Amm;Esp;Gdv;Gdp;RigS;RigP;Rt;Rs;T;VG;VC;VTS
867;GONZALEZ N.;A;A;JUVENTUS;;s,v,;0;0;0;0;s,v,;0;0;0;0;6;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;6
961;VLAHOVIC D.;A;A;JUVENTUS;;7,04;1;0;0;0;7;1;0;0;0;7;1;0;0;0;7;7;0;0;0;0;0;0;0;0;0;10;10;10
962;YILDIZ K.;A;A;JUVENTUS;;7,04;0;0;0;2;7,5;0;0;0;2;7,5;0;0;0;2;7,25;7,33;0;0;0;0;0;0;0;0;1;9;7,5;9,5
968;CONCEICAO F.;A;A;JUVENTUS;;6,53;0;0;0;0;7;0;0;0;0;6,5;0;0;0;0;6,75;6,67;0;0;0;0;0;0;0;0;1;6,5;7;6,5
ALL.;SARRI M.;ALL;ALL;LAZIO;;5;;;;;5;;;;;5;;;;;;;0;0;;;;;;;;;;
142;PROVEDEL I.;P;P;LAZIO;;5,04;0;2;0;0;5,5;0;2;0;0;6;0;2;0;0;5,25;5,5;0;0;0;0;0;0;0;0;1;3;3,5;4
274;GILA M.;D;D;LAZIO;;5,04;0;0;0;0;5;0;0;0;0;5;0;0;0;0;5;5;0;0;0;0;0;0;0;0;1;5;5;5
305;LAZZARI M.;D;D;LAZIO;;4,53;0;0;0;0;4,5;0;0;0;0;4,5;0;0;0;0;4,5;4,5;0;0;0;0;0;0;0;0;1;4,5;4,5;4,5
320;MARUSIC A.;D;D;LAZIO;15;5,04;0;0;0;0;5;0;0;0;0;5;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;5;5;5
334;NUNO TAVARES;D;D;LAZIO;;5,04;0;0;0;0;4,5;0;0;0;0;5;0;0;0;0;4,75;4,83;0;0;0;0;0;0;0;0;1;5;4,5;5
349;PELLEGRINI Lu.;D;D;LAZIO;15;5,04;0;0;0;0;5;0;0;0;0;s,v,;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;5;5;0
354;PROVSTGAARD O.;D;D;LAZIO;;5,53;0;0;0;0;5,5;0;0;0;0;5,5;0;0;0;0;5,5;5,5;0;0;0;0;0;0;0;0;1;5,5;5,5;5,5
542;CATALDI D.;C;C;LAZIO;;4,53;0;0;0;0;4,5;0;0;0;0;5;0;0;0;0;4,5;4,67;0;0;0;0;0;0;0;0;1;4,5;4,5;5
556;DELE-BASHIRU F.;C;C;LAZIO;;4,53;0;0;0;0;4;0;0;0;0;4,5;0;0;0;0;4,25;4,33;0;0;0;0;0;0;0;0;1;4,5;4;4,5
583;GUENDOUZI M.;C;C;LAZIO;;5,04;0;0;0;0;5,5;0;0;0;0;5;0;0;0;0;5,25;5,17;1;0;0;0;0;0;0;0;1;4,5;5;4,5
663;ROVELLA N.;C;C;LAZIO;15;5,53;0;0;0;0;5;0;0;0;0;5,5;0;0;0;0;5,25;5,33;0;0;0;0;0;0;0;0;0;5,5;5;5,5
831;CANCELLIERI M.;A;A;LAZIO;;5,04;0;0;0;0;4,5;0;0;0;0;5;0;0;0;0;4,75;4,83;0;0;0;0;0;0;0;0;1;5;4,5;5
833;CASTELLANOS V.;A;A;LAZIO;;5,53;0;0;0;0;5;0;0;0;0;5;0;0;0;0;5,25;5,17;1;0;0;0;0;0;0;0;1;5;4,5;4,5
850;DIA B.;A;A;LAZIO;15;5,04;0;0;0;0;5;0;0;0;0;s,v,;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;5;5;0
924;PEDRO;A;A;LAZIO;15;5,04;0;0;0;0;5;0;0;0;0;5,5;0;0;0;0;5;5,17;0;0;0;0;0;0;0;0;0;5;5;5,5
963;ZACCAGNI M.;A;A;LAZIO;;5,04;0;0;0;0;5,5;0;0;0;0;5;0;0;0;0;5,25;5,17;1;0;0;0;0;0;0;0;1;4,5;5;4,5
ALL.;DI FRANCESCO E.;ALL;ALL;LECCE;;6;;;;;6,5;;;;;6;;;;;;;0;0;;;;;;;;;;
114;FALCONE W.;P;P;LECCE;;6,53;0;0;0;0;7;0;0;0;0;6,5;0;0;0;0;6,75;6,67;0;0;0;0;0;0;0;0;1;6,5;7;6,5
267;GABRIEL T.;D;D;LECCE;;6,53;0;0;0;0;6,5;0;0;0;0;6,5;0;0;0;0;6,5;6,5;0;0;0;0;0;0;0;0;1;6,5;6,5;6,5
268;GALLO A.;D;D;LECCE;;6,04;0;0;0;0;6;0;0;0;0;6;0;0;0;0;6;6;0;0;0;0;0;0;0;0;1;6;6;6
269;GASPAR K.;D;D;LECCE;;6,04;0;0;0;0;6,5;0;0;0;0;6,5;0;0;0;0;6,25;6,33;0;0;0;0;0;0;0;0;1;6;6,5;6,5
299;KOUASSI T.;D;D;LECCE;15;6,04;0;0;0;0;6;0;0;0;0;6;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;6;6;6
397;VEIGA D.;D;D;LECCE;;6,04;0;0;0;0;6;0;0;0;0;6;0;0;0;0;6;6;1;0;0;0;0;0;0;0;1;5,5;5,5;5,5
522;BERISHA M.;C;C;LECCE;;5,53;0;0;0;0;5,5;0;0;0;0;6;0;0;0;0;5,5;5,67;0;0;0;0;0;0;0;0;1;5,5;5,5;6
548;COULIBALY L.;C;C;LECCE;;6,04;0;0;0;0;6;0;0;0;0;6;0;0;0;0;6;6;0;0;0;0;0;0;0;0;1;6;6;6
596;KABA M.;C;C;LECCE;15;6,04;0;0;0;0;6;0;0;0;0;5,5;0;0;0;0;6;5,83;0;0;0;0;0;0;0;0;0;6;6;5,5
651;PIERRET B.;C;C;LECCE;;s,v,;0;0;0;0;s,v,;0;0;0;0;s,v,;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
658;RAMADANI Y.;C;C;LECCE;;6,04;0;0;0;0;6;0;0;0;0;6,5;0;0;0;0;6;6,17;0;0;0;0;0;0;0;0;1;6;6;6,5
670;SOTTIL R.;C;C;LECCE;15;6,04;0;0;0;0;6;0;0;0;0;5,5;0;0;0;0;6;5,83;0;0;0;0;0;0;0;0;0;6;6;5,5
813;BANDA L.;A;A;LECCE;;6,04;0;0;0;0;5,5;0;0;0;0;5,5;0;0;0;0;5,75;5,67;1;0;0;0;0;0;0;0;1;5,5;5;5
829;CAMARDA F.;A;A;LECCE;;5,53;0;0;0;0;5,5;0;0;0;0;5;0;0;0;0;5,5;5,33;0;0;0;0;0;0;0;0;1;5,5;5,5;5
901;MORENTE T.;A;A;LECCE;;6,04;0;0;0;0;6,5;0;0;0;0;6,5;0;0;0;0;6,25;6,33;1;0;0;0;0;0;0;0;1;5,5;6;6
910;N'DRI K.;A;A;LECCE;;s,v,;0;0;0;0;s,v,;0;0;0;0;s,v,;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALL.;ALLEGRI M.;ALL;ALL;MILAN;;5;;;;;5;;;;;5;;;;;;;0;0;;;;;;;;;;
123;MAIGNAN M.;P;P;MILAN;;6,04;0;2;0;0;6;0;2;0;0;6;0;2;0;0;6;6;0;0;0;0;0;0;0;0;1;4;4;4
266;GABBIA M.;D;D;MILAN;;5,53;0;0;0;0;5,5;0;0;0;0;6;0;0;0;0;5,5;5,67;0;0;0;0;0;0;0;0;1;5,5;5,5;6
291;JIMENEZ A.;D;D;MILAN;15;5,53;0;0;0;0;5,5;0;0;0;0;5,5;0;0;0;0;5,5;5,5;1;0;0;0;0;0;0;0;0;5;5;5
345;PAVLOVIC S.;D;D;MILAN;;6,04;1;0;0;0;5,5;1;0;0;0;5,5;1;0;0;0;5,75;5,67;0;0;0;0;0;0;0;0;1;9;8,5;8,5
387;TOMORI F.;D;D;MILAN;;5,04;0;0;0;0;5,5;0;0;0;0;5,5;0;0;0;0;5,25;5,33;0;0;0;0;0;0;0;0;1;5;5,5;5,5
416;ESTUPINAN P.;D;D;MILAN;;6,04;0;0;0;1;5,5;0;0;0;1;5,5;0;0;0;1;5,75;5,67;0;0;0;0;0;0;0;0;1;7;5,5;6,5
545;CHUKWUEZE S.;C;C;MILAN;15;5,53;0;0;0;0;5,5;0;0;0;0;5,5;0;0;0;0;5,5;5,5;0;0;0;0;0;0;0;0;0;5,5;5,5;5,5
573;FOFANA Y.;C;C;MILAN;;5,04;0;0;0;0;5;0;0;0;0;5,5;0;0;0;0;5;5,17;0;0;0;0;0;0;0;0;1;5;5;5,5
615;LOFTUS-CHEEK R.;C;C;MILAN;;5,04;0;0;0;0;4,5;0;0;0;0;5,5;0;0;0;0;4,75;5;0;0;0;0;0;0;0;0;1;5;4,5;5,5
634;MODRIC L.;C;C;MILAN;;6,53;0;0;0;0;6,5;0;0;0;0;6,5;0;0;0;0;6,5;6,5;0;0;0;0;0;0;0;0;1;6,5;6,5;6,5
666;SAELEMAEKERS A.;C;C;MILAN;;5,53;0;0;0;0;6;0;0;0;0;6;0;0;0;0;5,75;5,83;0;0;0;0;0;0;0;0;1;5,5;6;6
704;JASHARI A.;C;C;MILAN;15;5,53;0;0;0;0;5,5;0;0;0;0;s,v,;0;0;0;0;5,5;5,5;0;0;0;0;0;0;0;0;0;5,5;5,5;0
865;GIMENEZ Santiago;A;A;MILAN;;4,53;0;0;0;0;5;0;0;0;0;4,5;0;0;0;0;4,75;4,67;0;0;0;0;0;0;0;0;1;4,5;5;4,5
934;PULISIC C.;A;A;MILAN;;5,04;0;0;0;0;5,5;0;0;0;0;5;0;0;0;0;5,25;5,17;0;0;0;0;0;0;0;0;1;5;5,5;5
ALL.;CONTE A.;ALL;ALL;NAPOLI;;7;;;;;7;;;;;7;;;;;;;0;0;;;;;;;;;;
0;VERGARA A.;C;C;NAPOLI;;s,v,;0;0;0;0;s,v,;0;0;0;0;s,v,;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
129;MERET A.;P;P;NAPOLI;;5,53;0;0;0;0;6;0;0;0;0;5,5;0;0;0;0;5,75;5,67;0;0;0;0;0;0;0;0;1;5,5;6;5,5
250;DI LORENZO G.;D;D;NAPOLI;;6,53;0;0;0;0;6;0;0;0;0;6;0;0;0;0;6,25;6,17;0;0;0;0;0;0;0;0;1;6,5;6;6
290;JESUS J.;D;D;NAPOLI;;6,04;0;0;0;0;6;0;0;0;0;5,5;0;0;0;0;6;5,83;0;0;0;0;0;0;0;0;1;6;6;5,5
337;OLIVERA M.;D;D;NAPOLI;;6,04;0;0;0;0;6,5;0;0;0;0;6;0;0;0;0;6,25;6,17;0;0;0;0;0;0;0;0;1;6;6,5;6
365;RRAHMANI A.;D;D;NAPOLI;;6,53;0;0;0;0;7;0;0;0;0;6,5;0;0;0;0;6,75;6,67;0;0;0;0;0;0;0;0;1;6,5;7;6,5
381;SPINAZZOLA L.;D;D;NAPOLI;;s,v,;0;0;0;0;s,v,;0;0;0;0;s,v,;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
507;ANGUISSA A.;C;C;NAPOLI;;6,53;0;0;0;0;6,5;0;0;0;0;6,5;0;0;0;0;6,5;6,5;0;0;0;0;0;0;0;0;1;6,5;6,5;6,5
553;DE BRUYNE K.;C;C;NAPOLI;;7,04;1;0;0;0;7;1;0;0;0;7;1;0;0;0;7;7;0;0;0;0;0;0;0;0;1;10;10;10
580;GILMOUR B.;C;C;NAPOLI;;s,v,;0;0;0;0;s,v,;0;0;0;0;s,v,;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
613;LOBOTKA S.;C;C;NAPOLI;;7,04;0;0;0;0;6,5;0;0;0;0;6,5;0;0;0;0;6,75;6,67;0;0;0;0;0;0;0;0;1;7;6,5;6,5
629;MCTOMINAY S.;C;C;NAPOLI;;7,53;1;0;0;0;7,5;1;0;0;0;7,5;1;0;0;0;7,5;7,5;0;0;1;0;0;0;0;0;1;10,5;10,5;10,5
883;LANG N.;A;A;NAPOLI;;s,v,;0;0;0;0;s,v,;0;0;0;0;s,v,;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
890;LUCCA L.;A;A;NAPOLI;;5,04;0;0;0;0;6;0;0;0;0;5,5;0;0;0;0;5,5;5,5;1;0;0;0;0;0;0;0;1;4,5;5,5;5
911;NERES D.;A;A;NAPOLI;;6,04;0;0;0;0;6;0;0;0;0;s,v,;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;6;6;0
931;POLITANO M.;A;A;NAPOLI;;7,53;0;0;0;1;7;0;0;0;1;6,5;0;0;0;1;7,25;7;0;0;0;0;0;0;0;0;1;8,5;7;7,5
ALL.;CUESTA C.;ALL;ALL;PARMA;;5,5;;;;;6;;;;;6;;;;;;;0;0;;;;;;;;;;
159;SUZUKI Z.;P;P;PARMA;;6,53;0;2;0;0;6;0;2;0;0;6;0;2;0;0;6,25;6,17;1;0;0;0;0;0;0;0;1;4;3,5;3,5
235;CIRCATI A.;D;D;PARMA;;4,53;0;0;0;0;5,5;0;0;0;0;5;0;0;0;0;5;5;0;0;0;0;0;0;0;0;1;4,5;5,5;5
248;DEL PRATO E.;D;D;PARMA;;5,53;0;0;0;0;6;0;0;0;0;5,5;0;0;0;0;5,75;5,67;0;0;0;0;0;0;0;0;1;5,5;6;5,5
307;LOVIK M.;D;D;PARMA;;5,53;0;0;0;0;5;0;0;0;0;6;0;0;0;0;5,25;5,5;0;0;0;0;0;0;0;0;1;5,5;5;6
391;VALENTI L.;D;D;PARMA;;6,04;0;0;0;0;5;0;0;0;0;6;0;0;0;0;5,5;5,67;0;0;0;0;0;0;0;0;1;6;5;6
393;VALERI E.;D;D;PARMA;;5,04;0;0;0;0;6;0;0;0;0;5,5;0;0;0;0;5,5;5,5;0;0;0;0;0;0;0;0;1;5;6;5,5
523;BERNABE A.;C;C;PARMA;;6,04;0;0;0;0;6;0;0;0;0;6;0;0;0;0;6;6;0;0;0;0;0;0;0;0;1;6;6;6
565;ESTEVEZ N.;C;C;PARMA;;s,v,;0;0;0;0;s,v,;0;0;0;0;s,v,;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
599;KEITA M.;C;C;PARMA;;5,53;0;0;0;0;6;0;0;0;0;6,5;0;0;0;0;5,75;6;0;0;0;0;0;0;0;0;1;5,5;6;6,5
639;ORDONEZ C.;C;C;PARMA;;5,04;0;0;0;0;6;0;0;0;0;5;0;0;0;0;5,5;5,33;0;0;0;0;0;0;0;0;1;5;6;5
708;SORENSEN O.;C;C;PARMA;15;6,04;0;0;0;0;5,5;0;0;0;0;5,5;0;0;0;0;5,75;5,67;1;0;0;0;0;0;0;0;0;5,5;5;5
804;ALMQVIST P.;A;A;PARMA;;6,04;0;0;0;0;7;0;0;0;0;6;0;0;0;0;6,5;6,33;0;0;0;0;0;0;0;0;1;6;7;6
817;BENEDYCZAK A.;A;A;PARMA;;s,v,;0;0;0;0;s,v,;0;0;0;0;s,v,;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
852;DJURIC M.;A;A;PARMA;;s,v,;0;0;0;0;s,v,;0;0;0;0;s,v,;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
926;PELLEGRINO M.;A;A;PARMA;;5,53;0;0;0;0;6;0;0;0;0;5;0;0;0;0;5,75;5,5;0;0;0;0;0;0;0;0;1;5,5;6;5
ALL.;GILARDINO A.;ALL;ALL;PISA;;7;;;;;6,5;;;;;6,5;;;;;;;0;0;;;;;;;;;;
152;SEMPER A.;P;P;PISA;;6,53;0;1;0;0;6,5;0;1;0;0;6;0;1;0;0;6,5;6,33;0;0;0;0;0;0;0;0;1;5,5;5,5;5
206;ANGORI S.;D;D;PISA;;7,04;0;0;0;0;6,5;0;0;0;0;6;0;0;0;0;6,75;6,5;0;0;0;0;0;0;0;0;1;7;6,5;6
227;CALABRESI A.;D;D;PISA;;s,v,;0;0;0;0;6;0;0;0;0;s,v,;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;6;0
229;CANESTRELLI S.;D;D;PISA;;6,04;0;0;0;0;6,5;0;0;0;0;5,5;0;0;0;0;6,25;6;0;0;0;0;0;0;0;0;1;6;6,5;5,5
230;CARACCIOLO A.;D;D;PISA;;6,53;0;0;0;0;6,5;0;0;0;0;6;0;0;0;0;6,5;6,33;0;0;0;0;0;0;0;0;1;6,5;6,5;6
243;CUADRADO J.;D;D;PISA;15;6,04;0;0;0;0;6;0;0;0;0;5,5;0;0;0;0;6;5,83;0;0;0;0;0;0;0;0;0;6;6;5,5
413;DENOON D.;D;D;PISA;;5,04;0;0;0;0;6;0;0;0;0;6;0;0;0;0;5,5;5,67;0;0;0;0;0;0;0;0;1;5;6;6
504;AEBISCHER M.;C;C;PISA;;5,53;0;0;0;0;6,5;0;0;0;0;6,5;0;0;0;0;6;6,17;0;0;0;0;0;0;0;0;1;5,5;6,5;6,5
624;MARIN M.;C;C;PISA;;7,04;0;0;0;0;7;0;0;0;0;6;0;0;0;0;7;6,67;0;0;0;0;0;0;0;0;1;7;7;6
650;PICCININI G.;C;C;PISA;;s,v,;0;0;0;0;6;0;0;0;0;s,v,;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;6;0
681;TOURE Id.;C;C;PISA;;6,53;0;0;0;0;7;0;0;0;0;6,5;0;0;0;0;6,75;6,67;0;0;0;0;0;0;0;0;1;6,5;7;6,5
682;TRAMONI M.;C;C;PISA;;6,04;0;0;0;0;6,5;0;0;0;0;6;0;0;0;0;6,25;6,17;0;0;0;0;0;0;0;0;1;6;6,5;6
700;AKINSANMIRO E.;C;C;PISA;15;5,53;0;0;0;0;6;0;0;0;0;6;0;0;0;0;5,75;5,83;0;0;0;0;0;0;0;0;0;5,5;6;6
897;MEISTER H.;A;A;PISA;;6,04;0;0;0;0;6,5;0;0;0;0;6;0;0;0;0;6,25;6,17;0;0;0;0;0;0;0;0;1;6;6,5;6
902;MOREO S.;A;A;PISA;;6,53;0;0;0;0;6,5;0;0;0;0;6;0;0;0;0;6,5;6,33;0;0;0;0;0;0;0;0;1;6,5;6,5;6
915;NZOLA M.;A;A;PISA;15;6,04;0;0;0;0;5,5;0;0;0;0;5,5;0;0;0;0;5,75;5,67;0;0;0;0;0;0;0;0;0;6;5,5;5,5
ALL.;GASPERINI G.;ALL;ALL;ROMA;;7;;;;;7,5;;;;;6,5;;;;;;;0;0;;;;;;;;;;
160;SVILAR M.;P;P;ROMA;;6,04;0;0;0;0;6;0;0;0;0;6;0;0;0;0;6;6;0;0;0;0;0;0;0;0;1;6;6;6
205;ANGELINO J.;D;D;ROMA;;6,04;0;0;0;0;6,5;0;0;0;0;6;0;0;0;0;6,25;6,17;0;0;0;0;0;0;0;0;1;6;6,5;6
281;HERMOSO M.;D;D;ROMA;;6,53;0;0;0;0;6,5;0;0;0;0;6;0;0;0;0;6,5;6,33;0;0;0;0;0;0;0;0;1;6,5;6,5;6
314;MANCINI G.;D;D;ROMA;;6,04;0;0;0;0;7;0;0;0;0;6;0;0;0;0;6,5;6,33;1;0;0;0;0;0;0;0;1;5,5;6,5;5,5
332;NDICKA E.;D;D;ROMA;;6,53;0;0;0;0;7;0;0;0;0;6,5;0;0;0;0;6,75;6,67;0;0;0;0;0;0;0;0;1;6,5;7;6,5
359;RENSCH D.;D;D;ROMA;;s,v,;0;0;0;0;s,v,;0;0;0;0;s,v,;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
424;WESLEY;D;D;ROMA;;7,04;1;0;0;0;7,5;1;0;0;0;7;1;0;0;0;7,25;7,17;0;0;1;0;0;0;0;0;1;10;10,5;10
549;CRISTANTE B.;C;C;ROMA;;6,53;0;0;0;0;7;0;0;0;0;6,5;0;0;0;0;6,75;6,67;0;0;0;0;0;0;0;0;1;6,5;7;6,5
562;EL SHAARAWY S.;C;C;ROMA;;6,04;0;0;0;0;6;0;0;0;0;6;0;0;0;0;6;6;0;0;0;0;0;0;0;0;1;6;6;6
602;KONE M.;C;C;ROMA;;7,04;0;0;0;0;7;0;0;0;0;5;0;0;0;0;7;6,33;0;0;0;0;0;0;0;0;1;7;7;5
701;EL AYNAOUI N.;C;C;ROMA;15;6,04;0;0;0;0;6;0;0;0;0;5,5;0;0;0;0;6;5,83;0;0;0;0;0;0;0;0;0;6;6;5,5
855;DOVBYK A.;A;A;ROMA;15;5,53;0;0;0;0;6;0;0;0;0;5,5;0;0;0;0;5,75;5,67;0;0;0;0;0;0;0;0;0;5,5;6;5,5
856;DYBALA P.;A;A;ROMA;15;6,04;0;0;0;0;6,5;0;0;0;0;7;0;0;0;0;6,25;6,5;0;0;0;0;0;0;0;0;0;6;6,5;7
946;SOULE M.;A;A;ROMA;;6,04;0;0;0;0;6;0;0;0;0;6;0;0;0;0;6;6;0;0;0;0;0;0;0;0;1;6;6;6
969;FERGUSON E.;A;A;ROMA;;7,04;0;0;0;0;7;0;0;0;0;6,5;0;0;0;0;7;6,83;0;0;0;0;0;0;0;0;1;7;7;6,5
ALL.;GROSSI F.;ALL;ALL;SASSUOLO;;5,5;;;;;5,5;;;;;5,5;;;;;;;0;0;;;;;;;;;;
163;TURATI S.;P;P;SASSUOLO;;5,04;0;2;0;0;5,5;0;2;0;0;5,5;0;2;0;0;5,25;5,33;0;0;0;0;0;0;0;0;1;3;3,5;3,5
254;DOIG J.;D;D;SASSUOLO;;6,04;0;0;0;0;5,5;0;0;0;0;6,5;0;0;0;0;5,75;6;0;0;0;0;0;0;0;0;1;6;5,5;6,5
331;MUHAREMOVIC T.;D;D;SASSUOLO;;5,53;0;0;0;0;5;0;0;0;0;5;0;0;0;0;5,25;5,17;0;0;0;0;0;0;0;0;1;5,5;5;5
362;ROMAGNA F.;D;D;SASSUOLO;;6,04;0;0;0;0;5,5;0;0;0;0;6;0;0;0;0;5,75;5,83;0;0;0;0;0;0;0;0;1;6;5,5;6
403;WALUKIEWICZ S.;D;D;SASSUOLO;;5,53;0;0;0;0;5;0;0;0;0;6;0;0;0;0;5,25;5,5;0;0;0;0;0;0;0;0;1;5,5;5;6
432;CANDE F.;D;D;SASSUOLO;;s,v,;0;0;0;0;s,v,;0;0;0;0;s,v,;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
527;BOLOCA D.;C;C;SASSUOLO;;5,53;0;0;0;0;5;0;0;0;0;6;0;0;0;0;5,25;5,5;0;0;0;0;0;0;0;0;1;5,5;5;6
567;FADERA A.;C;C;SASSUOLO;15;6,04;0;0;0;0;6;0;0;0;0;6;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;6;6;6
579;GHION A.;C;C;SASSUOLO;;s,v,;0;0;0;0;s,v,;0;0;0;0;s,v,;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
612;LIPANI L.;C;C;SASSUOLO;;5,04;0;0;0;0;6;0;0;0;0;5,5;0;0;0;0;5,5;5,5;0;0;0;0;0;0;0;0;1;5;6;5,5
702;KONE I.;C;C;SASSUOLO;;5,04;0;0;0;0;4,5;0;0;0;0;5;0;0;0;0;4,75;4,83;0;1;0;0;0;0;0;0;1;4;3,5;4
818;BERARDI D.;A;A;SASSUOLO;;5,04;0;0;0;0;5,5;0;0;0;0;6;0;0;0;0;5,25;5,5;1;0;0;0;0;0;0;0;1;4,5;5;5,5
885;LAURIENTE A.;A;A;SASSUOLO;;6,04;0;0;0;0;5,5;0;0;0;0;6;0;0;0;0;5,75;5,83;0;0;0;0;0;0;0;0;1;6;5,5;6
903;MORO L.;A;A;SASSUOLO;;s,v,;0;0;0;0;s,v,;0;0;0;0;s,v,;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
928;PIERINI N.;A;A;SASSUOLO;;s,v,;0;0;0;0;s,v,;0;0;0;0;5;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;5
930;PINAMONTI A.;A;A;SASSUOLO;;5,53;0;0;0;0;5;0;0;0;0;5;0;0;0;0;5,25;5,17;0;0;0;0;0;0;0;0;1;5,5;5;5
