_num_key,org,#,ID,Giocatore,Ruolo,Ruolo2,Squadra,Min.Gioc.,G,GF,GS,Aut,Ass,CS,GF.1,GS.1,Aut.1,Ass.1,TS,GF.2,GS.2,Aut.2,Ass.2,M2,M3,Amm,Esp,Gdv,Gdp,RigS,RigP,Rt,Rs,T,VG,VC,VTS,_name_norm_old
103.0,MT,103.0,103,BUTEZ J.,P,P,COMO,,6.04,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,6.0,butez j
108.0,JH,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111.0,PP,111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115.0,IÄ,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120.0,,,120,LEALI N.,P,P,GENOA,,6.04,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,6.0,leali n
127.0,VK,127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128.0,PP,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129.0,,,129,MERET A.,P,P,NAPOLI,,5.53,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,5.75,5.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.5,6.0,5.5,meret a
131.0,JP,131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137.0,JP,137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143.0,JK,143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.0,TE,145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.0,IÄ,147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151.0,MT,151.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157.0,PP,157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158.0,TE,158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165.0,MT,165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166.0,MT,166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169.0,VK,169.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170.0,JH,170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202.0,TE,202.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209.0,IÄ,209.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214.0,IÄ,214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216.0,IÄ,216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219.0,MT,219.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.0,MT,224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238.0,PP,238.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247.0,JP,247.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248.0,JK,248.0,248,DEL PRATO E.,D,D,PARMA,,5.53,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,5.75,5.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.5,6.0,5.5,del prato e
251.0,JK,251.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254.0,,,254,DOIG J.,D,D,SASSUOLO,,6.04,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,5.75,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.5,6.5,doig j
256.0,TE,256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267.0,,,267,GABRIEL T.,D,D,LECCE,,6.53,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.5,6.5,6.5,gabriel t
268.0,TE,268.0,268,GALLO A.,D,D,LECCE,,6.04,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,6.0,gallo a
270.0,IÄ,270.0,270,GATTI F.,D,D,JUVENTUS,,6.04,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.5,5.5,5.5,gatti f
271.0,MT,271.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274.0,,,274,GILA M.,D,D,LAZIO,,5.04,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,5.0,gila m
278.0,VK,278.0,278,GOSENS Robin,D,D,FIORENTINA,,6.04,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,6.25,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.5,5.5,gosens robin
282.0,JP,282.0,282,HIEN I.,D,D,ATALANTA,,5.01,0.0,0.0,1.0,0.0,5.5,0.0,0.0,1.0,0.0,6,0.0,0.0,1.0,0.0,5.25,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.5,4.0,hien i
290.0,,,290,JESUS J.,D,D,NAPOLI,,6.04,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,6.0,5.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,5.5,jesus j
296.0,JH,296.0,296,KEMPF M.,D,D,COMO,,6.53,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,6.75,6.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.5,7.0,7.0,kempf m
307.0,,,307,LOVIK M.,D,D,PARMA,,5.53,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,5.25,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.5,5.0,6.0,lovik m
310.0,TE,310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316.0,,,316,MARI P.,D,D,FIORENTINA,15.0,5.04,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,4.75,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.0,5.0,mari p
317.0,JK,317.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318.0,JP,318.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321.0,JH,321.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324.0,VK,324.0,324,MINA Y.,D,D,CAGLIARI,,6.04,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,6.0,5.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,5.5,mina y
332.0,TE,332.0,332,NDICKA E.,D,D,ROMA,,6.53,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,6.75,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.5,7.0,6.5,ndicka e
335.0,IÄ,335.0,335,OBERT A.,D,D,CAGLIARI,,5.53,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,6.0,5.83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,5.0,obert a
340.0,MT,340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360.0,,,360,ROBERTO S.,D,D,COMO,,6.53,0.0,0.0,0.0,0.0,"s,v,",0.0,0.0,0.0,0.0,"s,v,",0.0,0.0,0.0,0.0,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,roberto s
363.0,TE,363.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364.0,TE,364.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372.0,PP,372.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394.0,JP,394.0,394,VALLE A.,D,D,COMO,,7.04,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,7.25,6.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.5,6.0,valle a
399.0,MT,399.0,399,VITI M.,D,D,FIORENTINA,15.0,5.53,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,5.75,5.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,6.0,6.0,viti m
400.0,VK,400.0,400,VITIK M.,D,D,BOLOGNA,15.0,5.53,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,5.5,5.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.5,6.5,vitik m
401.0,MT,401.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406.0,JK,406.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407.0,MT,407.0,407,ZAPPA G.,D,D,CAGLIARI,,6.04,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,6.25,6.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.5,6.0,zappa g
408.0,JK,408.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414.0,VK,414.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418.0,,,418,MARIO J.,D,D,JUVENTUS,15.0,6.53,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,6.5,6.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,6.5,6.0,mario j
420.0,MT,420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423.0,VK,423.0,423,RAMON J.,D,D,COMO,,7.04,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,7.25,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.5,6.5,ramon j
429.0,VK,429.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432.0,,,432,CANDE F.,D,D,SASSUOLO,,"s,v,",0.0,0.0,0.0,0.0,"s,v,",0.0,0.0,0.0,0.0,"s,v,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cande f
433.0,IÄ,433.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438.0,IÄ,438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502.0,,,502,ADOPO M.,C,C,CAGLIARI,,6.04,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,6.25,6.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.5,6.5,adopo m
507.0,JP,507.0,507,ANGUISSA A.,C,C,NAPOLI,,6.53,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.5,6.5,6.5,anguissa a
508.0,TE,508.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511.0,JH,511.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516.0,JH,516.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518.0,PP,518.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519.0,IÄ,519.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528.0,JP,528.0,528,BONDO W.,C,C,CREMONESE,15.0,6.04,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,5.5,5.5,bondo w
535.0,IÄ,535.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539.0,VK,539.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559.0,IÄ,559.0,559,EDERSON,C,C,ATALANTA,15.0,6.02,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,ederson
565.0,,,565,ESTEVEZ N.,C,C,PARMA,,"s,v,",0.0,0.0,0.0,0.0,"s,v,",0.0,0.0,0.0,0.0,"s,v,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,estevez n
572.0,MT,572.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575.0,VK,575.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579.0,,,579,GHION A.,C,C,SASSUOLO,,"s,v,",0.0,0.0,0.0,0.0,"s,v,",0.0,0.0,0.0,0.0,"s,v,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ghion a
581.0,VK,581.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596.0,,,596,KABA M.,C,C,LECCE,15.0,6.04,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,6.0,5.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,5.5,kaba m
619.0,JH,619.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637.0,VK,637.0,637,NDOUR C.,C,C,FIORENTINA,,5.04,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,5.0,ndour c
652.0,JH,652.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655.0,,,655,PRATI M.,C,C,CAGLIARI,,6.04,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,6.0,5.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,5.5,prati m
659.0,JH,659.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668.0,JP,668.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669.0,IÄ,669.0,669,SOHM S.,C,C,FIORENTINA,,5.53,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,5.25,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.5,5.0,6.0,sohm s
673.0,PP,673.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688.0,JP,688.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800.0,JP,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813.0,JH,813.0,813,BANDA L.,A,A,LECCE,,6.04,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,5.75,5.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.5,5.0,5.0,banda l
816.0,MT,816.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821.0,PP,821.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845.0,PP,845.0,845,DAVID J.,A,A,JUVENTUS,,7.04,1.0,0.0,0.0,0.0,7,1.0,0.0,0.0,0.0,7,1.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,10.0,10.0,david j
850.0,,,850,DIA B.,A,A,LAZIO,15.0,5.04,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,"s,v,",0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,dia b
851.0,VK,851.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853.0,VK,853.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860.0,IÄ,860.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862.0,JK,862.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865.0,,,865,GIMENEZ Santiago,A,A,MILAN,,4.53,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,4.75,4.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,5.0,4.5,gimenez santiago
866.0,PP,866.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871.0,JP,871.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877.0,JP,877.0,877,KEAN M.,A,A,FIORENTINA,,5.04,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,5.0,kean m
881.0,,,881,KUHN N.,A,A,COMO,,"s,v,",0.0,0.0,0.0,0.0,"s,v,",0.0,0.0,0.0,0.0,"s,v,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kuhn n
883.0,JP,883.0,883,LANG N.,A,A,NAPOLI,,"s,v,",0.0,0.0,0.0,0.0,"s,v,",0.0,0.0,0.0,0.0,"s,v,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lang n
886.0,IÄ,886.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889.0,JP,889.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890.0,JK,890.0,890,LUCCA L.,A,A,NAPOLI,,5.04,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,5.5,5.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,5.5,5.0,lucca l
895.0,IÄ,895.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902.0,,,902,MOREO S.,A,A,PISA,,6.53,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,6.5,6.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.5,6.5,6.0,moreo s
910.0,,,910,N'DRI K.,A,A,LECCE,,"s,v,",0.0,0.0,0.0,0.0,"s,v,",0.0,0.0,0.0,0.0,"s,v,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n dri k
911.0,VK,911.0,911,NERES D.,A,A,NAPOLI,,6.04,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,"s,v,",0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,neres d
915.0,,,915,NZOLA M.,A,A,PISA,15.0,6.04,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,5.75,5.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.5,5.5,nzola m
927.0,JH,927.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946.0,PP,946.0,946,SOULE M.,A,A,ROMA,,6.04,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,6.0,soule m
951.0,PP,951.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956.0,JK,956.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ALL.,JURIC I.,ALL,ALL,ATALANTA,,6,,,,,6,,,,,6,,,,,,,1.0,0.0,,,,,,,,,,,juric i
,,,ALL.,PIOLI S.,ALL,ALL,FIORENTINA,,6,,,,,5.5,,,,,5.5,,,,,,,0.0,0.0,,,,,,,,,,,pioli s
,,,ALL.,TUDOR I.,ALL,ALL,JUVENTUS,,6.5,,,,,6.5,,,,,6.5,,,,,,,1.0,0.0,,,,,,,,,,,tudor i
,,,ALL.,SARRI M.,ALL,ALL,LAZIO,,5,,,,,5,,,,,5,,,,,,,0.0,0.0,,,,,,,,,,,sarri m
,,,ALL.,CONTE A.,ALL,ALL,NAPOLI,,7,,,,,7,,,,,7,,,,,,,0.0,0.0,,,,,,,,,,,conte a
,,,ALL.,GROSSI F.,ALL,ALL,SASSUOLO,,5.5,,,,,5.5,,,,,5.5,,,,,,,0.0,0.0,,,,,,,,,,,grossi f
